TIME,P,TAVG,THA,THB,TCA,TCB,WRCA,WRCB,PSGA,PSGB,WFWA,WFWB,WSTA,WSTB,VOL,LVPZ,VOID,WLR,WUP,HUP,HLW,WHPI,WECS,QMWT,LSGA,LSGB,QMGA,QMGB,NSGA,NSGB,TBLD,WTRA,WTRB,TSAT,QRHR,LVCR,SCMA,SCMB,FRCL,PRB,PRBA,TRB,LWRB,DNBR,QFCL,WBK,WSPY,WCSP,HTR,MH2,CNH2,RHBR,RHMT,RHFL,RHRD,RH,PWNT,PWR,TFSB,TFPK,TF,TPCT,WCFT,WLPI,WCHG,RM1,RM2,RM3,RM4,RC87,RC131,STRB,STSG,STTB,RBLK,SGLK,DTHY,DWB,WRLA,WRLB,WLD,MBK,EBK,TKLV,FRZR,TDBR,MDBR,MCRT,MGAS,TCRT,TSLP,PPM,RRCA,RRCB,RRCO,WFLB
10400,98.81197357,301.2976074,304.8598633,304.8562012,297.7146912,297.7184143,790.3078003,1582.200195,77.40061951,77.40062714,13.24071121,26.48485947,-0.006298528,0.006298528,272.1607056,18.01437569,-2.50445E-06,0,0,2723.306885,1348.7854,0,0,27.49292946,12.26162243,12.26146221,8.706838608,17.41367722,35.0778389,35.0760498,0,0,0,310.0827026,0,7.92489624,5.222846508,5.226508617,0,1.034000039,0.906761765,50,0.099999994,43.71736908,0,0,0,0,0,0,0,0,0.919054329,0.760811687,-6.149999619,-4.470133781,0.950330138,0.949669421,305.845459,305.8449707,305.8449707,303.5709839,0,0,0,0.0011,14.66011047,0.032999996,0.044,1767850,23306328,5.15475E-06,0,3.13927E-05,1504.540894,321738.4375,0.000139205,1.07704E-05,0,0,0,0,0,1600,0,50,0,0,0,50,50,200,0.047851566,0.047899541,0.047883552,0
10410,98.82119751,301.3112793,304.8149414,304.8113098,297.7730408,297.7767029,790.3079834,1582.200195,77.54653168,77.54653931,13.17809105,26.35964775,-0.006298528,0.006298528,272.1702576,18.03836632,-4.00558E-06,0,0,2723.291016,1348.863037,0,0,27.47919655,12.26762104,12.26745892,8.585743904,17.17148781,35.1484108,35.14660645,0,0,0,310.0892944,0,7.92489624,5.274353027,5.277981281,0,1.034000039,0.906761765,50,0.099999994,43.73073196,0,0,0,0,0,0,0,0,0.917752504,0.760793984,-6.149999619,-4.47145319,0.950070143,0.949195027,305.8568726,305.8562317,305.8562317,303.583374,0,0,0,0.0011,14.69077206,0.032999996,0.044,1768979.75,23327962,5.15475E-06,0,3.13927E-05,1504.543335,321738.4375,0.000139205,1.07704E-05,0,0,0,0,0,1600,0,50,0,0,0,50,50,200,0.047851577,0.047899541,0.047883555,0
10420,98.83251953,301.3280334,304.775238,304.771637,297.8327026,297.8363037,790.3080444,1582.200073,77.6893692,77.6893692,13.11606598,26.23566628,-0.006298528,0.006298528,272.1819763,18.06785774,-4.75745E-06,0,0,2723.271484,1348.95813,0,0,27.46587181,12.27356243,12.27339745,8.47058773,16.9411087,35.21831131,35.21646881,0,0,0,310.0973816,0,7.92489624,5.322164059,5.325758457,0,1.034000039,0.906761765,50,0.099999994,43.74152374,0,0,0,0,0,0,0,0,0.916156054,0.760771394,-6.149999619,-4.473072529,0.949810386,0.94873476,305.8713989,305.8706055,305.8706055,303.5988464,0,0,0,0.0011,14.7214489,0.032999996,0.044,1770109.125,23349600,5.15475E-06,0,3.13927E-05,1504.545776,321738.4375,0.000139205,1.07704E-05,0,0,0,0,0,1600,0,50,0,0,0,50,50,200,0.047851581,0.047899533,0.047883552,0
10430,98.84558105,301.3468018,304.7501221,304.7463989,297.8840942,297.8878174,790.3078613,1582.199951,77.55451202,77.55450439,13.60666561,27.21669388,99.76959229,199.5202637,272.1957092,18.10240746,1.90963E-06,0,0,2723.248291,1349.064453,0,0,27.45480347,12.27210522,12.27194023,8.766041756,17.52003288,36.24360275,36.24155807,0,0,0,310.106842,0,7.92489624,5.356716633,5.360446453,0,1.034000039,0.906761765,50,0.099999994,43.74712372,0,0,0,0,0,0,0,0,0.914364934,0.760744214,-6.149999619,-4.474890709,0.949550986,0.948352456,305.8887329,305.8878784,305.8878784,303.6170044,0,0,0,0.0011,14.73578835,0.032999996,0.044,1771237.75,23371234,5.15475E-06,14.08547115,3.13927E-05,1504.548218,322105.5,0.198565945,0.013364246,99.76329041,199.5265656,0,0,0,1600,0,50,0,0,0,50,50,200,0.04785157,0.047899529,0.047883544,0
10440,98.84444427,301.3432922,304.8778076,304.87323,297.7790527,297.7836914,790.3078003,1582.199585,76.35971832,76.35970306,14.03970051,28.08257294,98.23631287,196.4348145,272.1960754,18.10326576,-5.00012E-06,0,0,2723.248291,1349.044312,0,0,27.500103,12.22992611,12.22976589,9.887150764,19.76039505,35.73132706,35.72924042,0,0,0,310.106842,0,7.92489624,5.22905159,5.233629227,0,1.034000039,0.906761765,50,0.099999994,43.6761055,0,0,0,0,0,0,0,0,0.914701283,0.760735631,-6.149999619,-4.474563122,0.949291885,0.949917197,305.8928528,305.8933105,305.8933105,303.6187439,0,0,0,0.0011,14.68563175,0.032999996,0.044,1772365.75,23392866,5.15475E-06,13.81919575,3.13927E-05,1504.550659,323923.6875,0.194895118,0.013113419,98.22372437,196.447403,0,0,0,1600,0,50,0,0,0,50,50,200,0.047851566,0.047899522,0.047883537,0
10450,98.82355499,301.315918,305.0753479,305.0706177,297.5814209,297.5863342,790.3078003,1582.199463,75.80451202,75.80451202,13.80297565,27.60934258,-0.006298528,0.006298528,272.1773987,18.0563488,1.12131E-06,0,0,2723.283936,1348.889282,0,0,27.53105545,12.20776081,12.2076025,10.20099926,20.40199852,34.44417572,34.44241333,0,0,0,310.0921631,0,7.92489624,5.016818523,5.021565914,0,1.034000039,0.906761765,50,0.099999994,43.64618301,0,0,0,0,0,0,0,0,0.917309821,0.760769844,-6.149999619,-4.471920013,0.949033141,0.950986385,305.8700867,305.8715515,305.8715515,303.5944214,0,0,0,0.0011,14.67252827,0.032999996,0.044,1773493,23414496,5.15475E-06,0,3.13927E-05,1504.553101,324911.8438,0.000139205,1.07704E-05,0,0,0,0,0,1600,0,50,0,0,0,50,50,200,0.047851566,0.047899514,0.047883533,0
10460,98.80368805,301.2914734,305.1654358,305.1610718,297.4711914,297.475708,790.3080444,1582.199097,75.9896698,75.98967743,13.73315907,27.46988678,-0.006298528,0.006298528,272.1590271,18.01017761,4.32308E-06,0,0,2723.319336,1348.75061,0,0,27.51588631,12.21444321,12.2142849,10.00515938,20.010252,34.52285767,34.52099609,0,0,0,310.0776978,0,7.92489624,4.912245274,4.916619301,0,1.034000039,0.906761765,50,0.099999994,43.68850327,0,0,0,0,0,0,0,0,0.919638991,0.7608127,-6.149999619,-4.469547749,0.948774695,0.950462401,305.8431091,305.8443604,305.8443604,303.5684509,0,0,0,0.0011,14.70328236,0.032999996,0.044,1774619.125,23436128,5.15475E-06,0,3.13927E-05,1504.555542,324911.8438,0.000139205,1.07704E-05,0,0,0,0,0,1600,0,50,0,0,0,50,50,200,0.047851581,0.047899507,0.047883533,0
10470,98.78774261,301.2719116,305.1847534,305.180481,297.4230957,297.4273987,790.3080444,1582.198975,76.16966248,76.1696701,13.6643858,27.33218384,-0.006298528,0.006298528,272.1442871,17.9730587,-1.62656E-06,0,0,2723.347412,1348.639893,0,0,27.49907875,12.22103691,12.22087765,9.819011688,19.63795662,34.60036469,34.59859085,0,0,0,310.06604,0,7.92489624,4.881286621,4.885559082,0,1.034000039,0.906761765,50,0.099999994,43.72988129,0,0,0,0,0,0,0,0,0.921501875,0.760848284,-6.149999619,-4.46764946,0.948516667,0.949881792,305.8207703,305.8217773,305.8217773,303.5473022,0,0,0,0.0011,14.73405361,0.032999996,0.044,1775744.875,23457756,5.15475E-06,0,3.13927E-05,1504.557983,324911.8438,0.000139205,1.07704E-05,0,0,0,0,0,1600,0,50,0,0,0,50,50,200,0.047851581,0.0478995,0.047883529,0
10480,98.77548981,301.256897,305.1631165,305.1589355,297.4140625,297.4181824,790.3082275,1582.199219,76.34476471,76.34476471,13.59646511,27.19630623,0,0,272.1329346,17.94448662,1.37084E-06,0,0,2723.369141,1348.554688,0,0,27.48267937,12.22754574,12.22738457,9.641943932,19.28388786,34.67700958,34.67510605,0,0,0,310.0570679,0,7.92489624,4.893968582,4.898139,0,1.034000039,0.906761765,50,0.099999994,43.76726532,0,0,0,0,0,0,0,0,0.922931552,0.760876596,-6.149999619,-4.466191769,0.948258817,0.949315369,305.8030396,305.8038025,305.8038025,303.5307007,0,0,0,0.0011,14.76484394,0.032999996,0.044,1776870,23479386,5.15475E-06,0,3.13927E-05,1504.560425,324911.8438,0.000139205,1.07704E-05,0,0,0,0,0,1600,0,50,0,0,0,50,50,200,0.047851592,0.047899511,0.04788354,0
10490,98.76679993,301.2463074,305.118988,305.1149597,297.4295349,297.4335938,790.3082275,1582.199463,76.51520538,76.51521301,13.52932453,27.0621376,-0.006298528,0.006298528,272.1247864,17.92404556,3.12026E-06,0,0,2723.384766,1348.494751,0,0,27.46648788,12.23397446,12.23381233,9.473714828,18.94742966,34.75257492,34.75075912,0,0,0,310.0506592,0,7.92489624,4.93167448,4.935709953,0,1.034000039,0.906761765,50,0.099999994,43.8010788,0,0,0,0,0,0,0,0,0.923938215,0.760897815,-6.149999619,-4.465163708,0.948001444,0.948756039,305.7897949,305.7903442,305.7903442,303.5185547,0,0,0,0.0011,14.79565144,0.032999996,0.044,1777994.375,23501014,5.15475E-06,0,3.13927E-05,1504.562866,324911.8438,0.000139205,1.07704E-05,0,0,0,0,0,1600,0,50,0,0,0,50,50,200,0.047851592,0.047899514,0.047883544,0
10500,98.7614212,301.2400818,305.0638428,305.0598755,297.4607544,297.4647217,790.3083496,1582.199341,76.68125153,76.68125916,13.46308422,26.92956734,0,0,272.119751,17.91128731,-1.00196E-06,0,0,2723.394287,1348.459473,0,0,27.45049858,12.24032307,12.24016094,9.313916206,18.62783241,34.82732773,34.82541275,0,0,0,310.0466919,0,7.92489624,4.982842445,4.986809731,0,1.034000039,0.906761765,50,0.099999994,43.8315506,0,0,0,0,0,0,0,0,0.924531698,0.76091212,-6.149999619,-4.464556217,0.947744191,0.948203743,305.7809143,305.78125,305.78125,303.5107727,0,0,0,0.0011,14.82648087,0.032999996,0.044,1779118,23522640,5.15475E-06,0,3.13927E-05,1504.565308,324911.8438,0.000139205,1.07704E-05,0,0,0,0,0,1600,0,50,0,0,0,50,50,200,0.0478516,0.047899514,0.047883544,0
10510,98.7592392,301.2376709,305.0046082,305.0006714,297.5019531,297.5057983,790.3082886,1582.198975,76.84315491,76.84315491,13.39748478,26.79863358,-0.006298528,0.006298528,272.1175537,17.90582085,3.39862E-06,0,0,2723.398682,1348.445801,0,0,27.43573952,12.24659824,12.24643612,9.16179657,18.32359314,34.90115738,34.8992424,0,0,0,310.0449829,0,7.92489624,5.040351391,5.044284344,0,1.034000039,0.906761765,50,0.099999994,43.8571434,0,0,0,0,0,0,0,0,0.924760759,0.760920048,-6.149999619,-4.464319229,0.947487473,0.947693944,305.776062,305.7762146,305.7762146,303.506958,0,0,0,0.0011,14.85732269,0.032999996,0.044,1780240.5,23544262,5.15475E-06,0,3.13927E-05,1504.567749,324911.8438,0.000139205,1.07704E-05,0,0,0,0,0,1600,0,50,0,0,0,50,50,200,0.047851596,0.0478995,0.047883533,0
10520,98.75991821,301.2389832,304.9454346,304.9415894,297.5496521,297.5534363,790.3084106,1582.199097,77.00111389,77.00112152,13.33279324,26.66900826,0,0,272.1181641,17.90730858,-3.01291E-06,0,0,2723.397461,1348.453491,0,0,27.42118645,12.2528038,12.25264072,9.017049789,18.03409958,34.97416306,34.97223282,0,0,0,310.0453796,0,7.92489624,5.099928379,5.103793621,0,1.034000039,0.906761765,50,0.099999994,43.87979507,0,0,0,0,0,0,0,0,0.924634933,0.760922015,-6.149999619,-4.46444273,0.947230816,0.947191238,305.7749634,305.7749023,305.7749023,303.506897,0,0,0,0.0011,14.88819027,0.032999996,0.044,1781362.75,23565886,5.15475E-06,0,3.13927E-05,1504.57019,324911.8438,0.000139205,1.07704E-05,0,0,0,0,0,1600,0,50,0,0,0,50,50,200,0.047851603,0.047899507,0.04788354,0
10530,98.76312256,301.2439575,304.8888245,304.8850098,297.6016846,297.6054688,790.3083496,1582.198975,77.15535736,77.15535736,13.26874065,26.54093552,0,0,272.1213684,17.9154129,2.16875E-06,0,0,2723.39209,1348.481689,0,0,27.40663338,12.25893974,12.25877476,8.879504204,17.75900841,35.04634857,35.04440308,0,0,0,310.0476074,0,7.92489624,5.158793449,5.162590981,0,1.034000039,0.906761765,50,0.099999994,43.90013123,0,0,0,0,0,0,0,0,0.924160719,0.76091826,-6.149999619,-4.464920998,0.946974635,0.946688533,305.7775269,305.7773132,305.7773132,303.5104675,0,0,0,0.0011,14.91906929,0.032999996,0.044,1782484.25,23587510,5.15475E-06,0,3.13927E-05,1504.572632,324911.8438,0.000139205,1.07704E-05,0,0,0,0,0,1600,0,50,0,0,0,50,50,200,0.0478516,0.0478995,0.047883537,0
10540,98.76872253,301.2524414,304.8362427,304.8324585,297.6567993,297.6604919,790.3082275,1582.199341,77.30609131,77.30609131,13.20535946,26.4141655,0,0,272.1271057,17.92980766,1.32529E-06,0,0,2723.382568,1348.529785,0,0,27.39228249,12.26501179,12.2648468,8.748716354,17.49743271,35.11777878,35.1158371,0,0,0,310.0515747,0,7.92489624,5.215352535,5.219116211,0,1.034000039,0.906761765,50,0.099999994,43.91795731,0,0,0,0,0,0,0,0,0.923354268,0.760908902,-6.149999619,-4.465736866,0.946718812,0.946192861,305.7836304,305.7832642,305.7832642,303.5176086,0,0,0,0.0011,14.9499712,0.032999996,0.044,1783604.75,23609130,5.15475E-06,0,3.13927E-05,1504.575073,324911.8438,0.000139205,1.07704E-05,0,0,0,0,0,1600,0,50,0,0,0,50,50,200,0.047851592,0.047899514,0.04788354,0
10550,98.77657318,301.2641602,304.7883606,304.784668,297.7138977,297.7175598,790.3082275,1582.199463,77.45346069,77.45346832,13.14264107,26.2887249,0,0,272.1351929,17.95016861,-2.00537E-06,0,0,2723.369141,1348.596069,0,0,27.37875557,12.27101994,12.27085495,8.624242783,17.24848557,35.1884613,35.18651962,0,0,0,310.0571289,0,7.92489624,5.268792152,5.272488117,0,1.034000039,0.906761765,50,0.099999994,43.93239594,0,0,0,0,0,0,0,0,0.922240973,0.760894299,-6.149999619,-4.466864109,0.946463287,0.94572556,305.7930908,305.7925415,305.7925415,303.5280151,0,0,0,0.0011,14.98088837,0.032999996,0.044,1784725.125,23630748,5.15475E-06,0,3.13927E-05,1504.577515,324911.8438,0.000139205,1.07704E-05,0,0,0,0,0,1600,0,50,0,0,0,50,50,200,0.047851592,0.047899514,0.047883544,0
10560,98.78660583,301.2789917,304.7455444,304.7419739,297.772583,297.7762146,790.3082275,1582.199585,77.59767914,77.59768677,13.08051395,26.16459084,-0.006298528,0.006298528,272.1455688,17.97623634,-4.99291E-06,0,0,2723.351563,1348.680542,0,0,27.36522675,12.276968,12.27680206,8.505947113,17.01189423,35.25837708,35.25651932,0,0,0,310.0643311,0,7.92489624,5.31877327,5.322367668,0,1.034000039,0.906761765,50,0.099999994,43.94483566,0,0,0,0,0,0,0,0,0.92082721,0.760874629,-6.149999619,-4.468297958,0.946208,0.94525826,305.8057251,305.8050232,305.8050232,303.5415955,0,0,0,0.0011,15.01182938,0.032999996,0.044,1785844.375,23652368,5.15475E-06,0,3.13927E-05,1504.579956,324911.8438,0.000139205,1.07704E-05,0,0,0,0,0,1600,0,50,0,0,0,50,50,200,0.047851592,0.047899518,0.047883544,0
10570,98.7986908,301.296814,304.7080078,304.7044678,297.8325806,297.8361511,790.3082275,1582.199219,77.7388916,77.7388916,13.01908684,26.04152489,0,0,272.1580505,18.00771332,-9.39776E-08,0,0,2723.330566,1348.781494,0,0,27.35190392,12.28286076,12.28269196,8.393350601,16.7867012,35.32770538,35.32581711,0,0,0,310.072937,0,7.92489624,5.364922523,5.368483067,0,1.034000039,0.906761765,50,0.099999994,43.95505905,0,0,0,0,0,0,0,0,0.919131875,0.76085031,-6.149999619,-4.470017433,0.945953012,0.944798052,305.8213501,305.8204956,305.8204956,303.5581665,0,0,0,0.0011,15.04278088,0.032999996,0.044,1786963,23673986,5.15475E-06,0,3.13927E-05,1504.582397,324911.8438,0.000139205,1.07704E-05,0,0,0,0,0,1600,0,50,0,0,0,50,50,200,0.047851592,0.047899511,0.04788354,0
10580,98.80950928,301.3112183,304.7231445,304.7191162,297.8448792,297.848877,790.3084106,1582.198975,77.12963867,77.12963104,13.6849165,27.37319565,99.22208405,198.4252472,272.1698608,18.03740501,-2.11029E-06,0,0,2723.310791,1348.863281,0,0,27.3601017,12.26436043,12.26419544,9.128972054,18.24530792,36.14675522,36.14471054,0,0,0,310.0811157,0,7.92489624,5.357971191,5.362006664,0,1.034000039,0.906761765,50,0.099999994,43.93188477,0,0,0,0,0,0,0,0,0.917758942,0.760824025,-6.149999619,-4.47141695,0.94569838,0.945081234,305.8375854,305.8371277,305.8371277,303.5741577,0,0,0,0.0011,15.02796841,0.032999996,0.044,1788081,23695600,5.15475E-06,14.26002312,3.13927E-05,1504.584839,325918.5,0.202261508,0.013554279,99.21578979,198.4315491,0,0,0,1600,0,50,0,0,0,50,50,200,0.047851603,0.047899503,0.047883537,0
10590,98.80054474,301.2977295,304.8968506,304.8920288,297.6877441,297.6925659,790.3085327,1582.199341,75.95582581,75.95581055,14.1128006,28.2288208,97.71588135,195.3939667,272.1627502,18.01947784,1.05979E-06,0,0,2723.324463,1348.786499,0,0,27.40827179,12.22268677,12.22252464,10.2192049,20.42393494,35.64071274,35.6385994,0,0,0,310.0755005,0,7.92489624,5.178629875,5.1834445,0,1.034000039,0.906761765,50,0.099999994,43.86295319,0,0,0,0,0,0,0,0,0.919044673,0.760830581,-6.149999619,-4.470124245,0.945444047,0.946745157,305.8320923,305.8330383,305.8330383,303.56604,0,0,0,0.0011,14.97692871,0.032999996,0.044,1789197.875,23717214,5.15475E-06,13.99328327,3.13927E-05,1504.58728,327726.875,0.198561132,0.013302518,97.70329285,195.4065552,0,0,0,1600,0,50,0,0,0,50,50,200,0.047851611,0.047899514,0.047883548,0
10600,98.77796936,301.2693481,305.0634155,305.0587158,297.5127869,297.5173645,790.3085327,1582.198975,75.87001038,75.87001038,13.70410538,27.41140175,0,0,272.1421814,17.96777153,-1.63754E-06,0,0,2723.364014,1348.625732,0,0,27.41770172,12.21724129,12.21707916,10.09348869,20.18697739,34.55570221,34.55390167,0,0,0,310.0592041,0,7.92489624,4.99579525,5.000508785,0,1.034000039,0.906761765,50,0.099999994,43.86869812,0,0,0,0,0,0,0,0,0.921747208,0.76087296,-6.149999619,-4.46737957,0.945190072,0.947070897,305.804718,305.8061218,305.8061218,303.5383606,0,0,0,0.0011,14.99171257,0.032999996,0.044,1790314.5,23738828,5.15475E-06,0,3.13927E-05,1504.589722,328085.25,0.000139205,1.07704E-05,0,0,0,0,0,1600,0,50,0,0,0,50,50,200,0.047851611,0.0478995,0.04788354,0
10610,98.75950623,301.2467041,305.1246643,305.1202698,297.4275513,297.4317627,790.3085938,1582.198975,76.05272675,76.05272675,13.63495445,27.27312851,0,0,272.1251526,17.92495537,3.93527E-06,0,0,2723.396729,1348.497437,0,0,27.40109825,12.22386456,12.22370243,9.901743889,19.80348778,34.63363266,34.63181686,0,0,0,310.0457458,0,7.92489624,4.921095371,4.925469398,0,1.034000039,0.906761765,50,0.099999994,43.91234589,0,0,0,0,0,0,0,0,0.923899472,0.760913253,-6.149999619,-4.465187073,0.944936275,0.946497321,305.7793579,305.7805176,305.7805176,303.5141296,0,0,0,0.0011,15.02274036,0.032999996,0.044,1791430.5,23760442,5.15475E-06,0,3.13927E-05,1504.592163,328085.25,0.000139205,1.07704E-05,0,0,0,0,0,1600,0,50,0,0,0,50,50,200,0.047851615,0.0478995,0.04788354,0
10620,98.74485779,301.2287903,305.1271667,305.1229553,297.3949585,297.3989868,790.3083496,1582.198853,76.23038483,76.23039246,13.56668091,27.1367588,0,0,272.1116638,17.89095116,-4.38703E-06,0,0,2723.422607,1348.395752,0,0,27.38449478,12.23039913,12.23023701,9.719386101,19.4387722,34.7105751,34.70866013,0,0,0,310.0350647,0,7.92489624,4.907904625,4.912109375,0,1.034000039,0.906761765,50,0.099999994,43.95251083,0,0,0,0,0,0,0,0,0.925605655,0.760946155,-6.149999619,-4.463448048,0.944682896,0.945923805,305.758667,305.7595825,305.7595825,303.4945679,0,0,0,0.0011,15.05378628,0.032999996,0.044,1792545.625,23782054,5.15475E-06,0,3.13927E-05,1504.594604,328085.25,0.000139205,1.07704E-05,0,0,0,0,0,1600,0,50,0,0,0,50,50,200,0.0478516,0.047899496,0.047883533,0
10630,98.7338562,301.2153625,305.0962524,305.0921326,297.3955688,297.3995361,790.3084717,1582.198853,76.40327454,76.40327454,13.49937248,27.00196838,0,0,272.1014709,17.86530495,-7.81247E-07,0,0,2723.442139,1348.31958,0,0,27.36850739,12.23685265,12.23668957,9.546003342,19.09200668,34.78643036,34.78461456,0,0,0,310.0270081,0,7.92489624,4.930758953,4.934862137,0,1.034000039,0.906761765,50,0.099999994,43.98838043,0,0,0,0,0,0,0,0,0.926882267,0.760971844,-6.149999619,-4.462145805,0.944429815,0.945371568,305.7426147,305.7433167,305.7433167,303.4796143,0,0,0,0.0011,15.08485508,0.032999996,0.044,1793660,23803664,5.15475E-06,0,3.13927E-05,1504.597046,328085.25,0.000139205,1.07704E-05,0,0,0,0,0,1600,0,50,0,0,0,50,50,200,0.047851607,0.047899496,0.047883537,0
10640,98.72636414,301.2062988,305.0474854,305.0434875,297.4172058,297.4211121,790.3084717,1582.198975,76.5716095,76.57161713,13.43275547,26.86900139,-0.006298528,0.006298528,272.0944214,17.84762383,-2.44421E-06,0,0,2723.455566,1348.268433,0,0,27.35292816,12.24322605,12.24306297,9.381220818,18.76244164,34.86140823,34.85958862,0,0,0,310.0214844,0,7.92489624,4.973992348,4.977993488,0,1.034000039,0.906761765,50,0.099999994,44.0203743,0,0,0,0,0,0,0,0,0.927742898,0.7609905,-6.149999619,-4.461266518,0.944177091,0.944833457,305.730957,305.7314453,305.7314453,303.4690552,0,0,0,0.0011,15.11593437,0.032999996,0.044,1794773.5,23825272,5.15475E-06,0,3.13927E-05,1504.599487,328085.25,0.000139205,1.07704E-05,0,0,0,0,0,1600,0,50,0,0,0,50,50,200,0.047851611,0.0478995,0.047883537,0
10650,98.72207642,301.2014465,304.9905396,304.9866943,297.4522095,297.4559937,790.3087158,1582.199097,76.73564911,76.73564911,13.36704731,26.7375145,0,0,272.0903625,17.83743477,3.15119E-06,0,0,2723.463379,1348.240845,0,0,27.33755302,12.24952316,12.24935913,9.22469902,18.44939804,34.93555832,34.9336319,0,0,0,310.0182495,0,7.92489624,5.027703285,5.031569004,0,1.034000039,0.906761765,50,0.099999994,44.0491066,0,0,0,0,0,0,0,0,0.928203702,0.761002421,-6.149999619,-4.460793495,0.943924606,0.94430238,305.7236023,305.723877,305.723877,303.462738,0,0,0,0.0011,15.14703846,0.032999996,0.044,1795886.375,23846882,5.15475E-06,0,3.13927E-05,1504.601929,328085.25,0.000139205,1.07704E-05,0,0,0,0,0,1600,0,50,0,0,0,50,50,200,0.047851622,0.047899507,0.047883548,0
10660,98.72092438,301.2003174,304.9311829,304.9273682,297.4957886,297.4995728,790.3087769,1582.199097,76.89562225,76.89562988,13.30213261,26.6075058,0,0,272.0891724,17.83441544,-1.04115E-06,0,0,2723.46582,1348.234497,0,0,27.32299995,12.25574684,12.25558281,9.075651169,18.15130234,35.00871658,35.00688934,0,0,0,310.017334,0,7.92489624,5.086161613,5.089959145,0,1.034000039,0.906761765,50,0.099999994,44.07363892,0,0,0,0,0,0,0,0,0.928310037,0.761008322,-6.149999619,-4.460681438,0.943672359,0.943799675,305.7200623,305.7201538,305.7201538,303.4602356,0,0,0,0.0011,15.17815399,0.032999996,0.044,1796999,23868490,5.15475E-06,0,3.13927E-05,1504.60437,328085.25,0.000139205,1.07704E-05,0,0,0,0,0,1600,0,50,0,0,0,50,50,200,0.047851626,0.047899507,0.047883548,0
10670,98.72248077,301.2029419,304.8729248,304.8692017,297.5450439,297.5487366,790.3088379,1582.199585,77.05175781,77.05175781,13.23782635,26.47909927,0,0,272.0906677,17.83815765,-3.2017E-06,0,0,2723.463135,1348.24939,0,0,27.3082428,12.26190186,12.26173592,8.933977127,17.86795425,35.0811882,35.07924652,0,0,0,310.0183411,0,7.92489624,5.145433426,5.149163246,0,1.034000039,0.906761765,50,0.099999994,44.09601974,0,0,0,0,0,0,0,0,0.928061903,0.761008322,-6.149999619,-4.460929394,0.94342047,0.943289876,305.7202454,305.7201538,305.7201538,303.4614563,0,0,0,0.0011,15.20929909,0.032999996,0.044,1798110.5,23890092,5.15475E-06,0,3.13927E-05,1504.606812,328085.25,0.000139205,1.07704E-05,0,0,0,0,0,1600,0,50,0,0,0,50,50,200,0.04785163,0.047899522,0.047883559,0
10680,98.72651672,301.2090454,304.817749,304.8140564,297.5980225,297.6017456,790.3088379,1582.199585,77.20425415,77.20425415,13.17427349,26.35201836,0,0,272.0947266,17.84840393,-2.14036E-07,0,0,2723.456299,1348.284058,0,0,27.29409981,12.26798916,12.26782322,8.799160957,17.59832191,35.15281296,35.15085602,0,0,0,310.0211792,0,7.92489624,5.203416824,5.207112789,0,1.034000039,0.906761765,50,0.099999994,44.11511993,0,0,0,0,0,0,0,0,0.92748183,0.76100266,-6.149999619,-4.461515427,0.943168938,0.942801356,305.7240295,305.7237549,305.7237549,303.4661865,0,0,0,0.0011,15.24045086,0.032999996,0.044,1799221.375,23911694,5.15475E-06,0,3.13927E-05,1504.609253,328085.25,0.000139205,1.07704E-05,0,0,0,0,0,1600,0,50,0,0,0,50,50,200,0.04785163,0.047899518,0.047883559,0
10690,98.7328949,301.2185364,304.7668152,304.7631531,297.653656,297.6573181,790.3088379,1582.199585,77.35330963,77.35330963,13.11141205,26.22627068,0,0,272.1012573,17.86481285,-1.55022E-06,0,0,2723.445313,1348.337891,0,0,27.2801609,12.27401161,12.27384663,8.67093277,17.34186554,35.2236557,35.22171402,0,0,0,310.0256958,0,7.92489624,5.258891106,5.262553215,0,1.034000039,0.906761765,50,0.099999994,44.13174057,0,0,0,0,0,0,0,0,0.926579297,0.760991573,-6.149999619,-4.462429047,0.942917645,0.94231987,305.7312012,305.7307739,305.7307739,303.4743958,0,0,0,0.0011,15.27162457,0.032999996,0.044,1800331.625,23933300,5.15475E-06,0,3.13927E-05,1504.611694,328085.25,0.000139205,1.07704E-05,0,0,0,0,0,1600,0,50,0,0,0,50,50,200,0.04785163,0.047899522,0.047883559,0
10700,98.74150085,301.2313232,304.7207947,304.7172241,297.7111816,297.7147827,790.309021,1582.199707,77.49906921,77.49907684,13.04915047,26.10183525,-0.006298528,0.006298528,272.1101074,17.88708305,-2.39108E-07,0,0,2723.430664,1348.410522,0,0,27.26663208,12.27997303,12.27980709,8.549054146,17.09810829,35.29372406,35.29188156,0,0,0,310.0317993,0,7.92489624,5.311007977,5.314602375,0,1.034000039,0.906761765,50,0.099999994,44.14563751,0,0,0,0,0,0,0,0,0.925363779,0.760975242,-6.149999619,-4.463660717,0.942666709,0.94185257,305.7417603,305.7411499,305.7411499,303.4858704,0,0,0,0.0011,15.3028183,0.032999996,0.044,1801441,23954906,5.15475E-06,0,3.13927E-05,1504.614136,328085.25,0.000139205,1.07704E-05,0,0,0,0,0,1600,0,50,0,0,0,50,50,200,0.047851641,0.047899526,0.047883563,0
