Area,No. of Bedrooms,Resale,MaintenanceStaff,Price
500,1,1,1,3700000
900,2,1,0,10500000
1050,2,1,0,12000000
1225,3,1,1,8500000
1100,2,1,1,18000000
1400,3,1,1,25000000
1000,2,1,1,14000000
1480,3,1,1,30000000
1150,2,1,1,9500000
1150,2,0,0,9900000
1700,3,1,1,18500000
1015,2,1,1,8200000
1150,2,1,1,9300000
750,1,1,1,5800000
1800,3,1,1,14200000
1605,3,1,1,15500000
1040,2,1,1,7900000
1580,3,1,1,10500000
1255,2,1,1,11000000
660,1,1,1,5300000
1580,3,1,1,10100000
1100,2,1,0,10000000
1150,2,1,0,13000000
1133,2,0,0,11399999
1423,3,0,0,31500000
1500,3,0,0,23300000
3300,4,0,0,110000000
440,1,0,1,10000000
475,1,1,0,3500000
750,1,0,0,9200000
1050,3,1,1,29000000
2200,3,1,1,56000000
600,1,1,0,15500000
640,1,1,0,8000000
657,1,1,0,7200000
550,1,1,0,7500000
1309,3,0,0,18000000
1850,3,1,1,16200000
680,1,1,1,15500000
880,2,1,1,15000000
880,2,1,1,15000000
690,1,1,1,14000000
950,1,1,1,13500000
925,3,1,0,23000000
650,1,1,1,7500000
990,2,1,1,9000000
610,1,1,0,6500000
806,2,1,1,8000000
1050,2,1,1,19000000
880,2,1,1,15000000
880,2,1,1,15000000
690,1,1,1,14000000
950,1,1,1,13500000
2200,3,1,1,56000000
925,3,1,0,23000000
655,2,1,1,11100000
1144,3,1,1,52500000
1200,2,1,1,9500000
1050,2,1,1,13500000
1335,2,1,1,18000000
1150,2,1,1,12600000
1150,2,1,1,12600000
1150,2,1,1,12600000
2120,3,1,1,38000000
1150,2,1,1,12600000
1950,3,1,1,25000000
1150,2,1,1,17100000
1100,2,1,1,17100000
2670,5,1,0,92500000
560,1,1,1,7500000
1166,2,0,1,16500000
650,1,1,1,7500000
990,2,1,1,9000000
610,1,1,0,6500000
806,2,1,1,8000000
1050,2,1,1,19000000
650,1,1,1,7500000
600,1,1,1,5500000
580,1,1,1,5500000
630,1,1,1,5600000
620,1,1,1,6000000
1056,2,1,1,9500000
675,2,1,1,18000000
730,2,1,1,28000000
2000,6,1,1,70000000
650,1,1,1,17500000
400,1,1,1,6200000
1000,2,1,1,9500000
675,2,1,1,12200000
674,2,1,1,12400000
1733,3,1,1,28400000
673,2,1,1,12400000
690,2,1,1,12100000
1733,4,1,1,28400000
1530,3,1,0,14000000
768,2,1,1,13200000
488,1,1,1,6656000
711,2,1,1,9750000
560,1,1,1,5300000
7000,6,1,1,50000000
768,2,1,1,13200000
488,1,1,1,6656000
711,2,1,1,9750000
448,1,1,1,7000000
971,2,1,1,15000000
560,1,1,1,5300000
770,2,1,1,9250000
1145,2,1,1,20099999
1250,3,1,1,16500000
1100,2,1,1,17100000
1005,2,0,0,9500000
757,1,0,0,7500000
1005,2,0,0,9500000
757,1,0,0,7500000
957,2,0,1,12000000
2195,3,0,0,37500000
2195,3,0,0,41500000
3230,4,0,0,48000000
750,2,1,0,16500000
750,1,1,0,10000000
750,1,1,0,8500000
750,2,1,0,16000000
585,1,1,0,8500000
750,1,1,0,10500000
750,1,1,0,11000000
1650,3,1,0,24500000
900,2,1,0,11299999
620,1,1,0,5700000
935,2,1,1,13200000
885,2,1,1,4700000
885,2,1,1,4600000
700,1,1,1,2900000
958,2,1,1,24800000
997,2,0,0,28500000
546,1,1,0,10000000
1015,2,0,1,5900000
600,1,1,1,4800000
1950,3,0,1,55000000
480,1,0,0,2300000
600,1,1,1,13600000
600,1,1,1,13600000
534,2,1,1,5200000
730,2,1,1,21000000
342,1,1,1,3300000
902,2,1,0,5545000
902,2,1,1,5556000
1149,3,1,0,7311000
1250,3,1,1,24000000
448,1,1,1,11399999
1149,3,1,0,7300000
935,2,1,0,6000000
650,2,1,0,4500000
655,1,1,0,6200000
645,1,1,0,4500000
1280,2,1,1,21000000
1280,2,1,1,21500000
665,1,1,0,4400000
620,1,0,0,2399000
600,1,0,0,2650000
440,1,0,0,3700000
245,1,0,0,2100000
440,1,0,0,3700000
440,1,0,0,3700000
440,1,0,0,3700000
745,2,1,1,12500000
457,1,1,1,4500000
400,1,1,1,2200000
612,2,1,1,3300000
440,1,0,0,3700000
457,1,1,1,4500000
400,1,1,1,2200000
612,2,1,1,3300000
800,2,0,0,15000000
878,1,0,0,12500000
1077,2,0,0,14000000
1650,3,0,1,33000000
690,1,1,1,2300000
1960,3,1,1,29000000
1000,2,0,0,8500000
575,1,0,0,6000000
2500,3,0,1,60000000
1800,3,1,0,33000000
1835,3,1,0,35000000
1667,3,1,1,33000000
1300,3,1,1,24500000
530,1,0,0,3467000
800,2,1,1,14000000
780,2,1,0,7000000
400,1,1,0,6400000
650,1,0,0,6000000
550,2,1,0,9000000
800,2,1,0,6370000
780,2,0,0,3310000
655,2,0,0,2770000
630,1,0,0,2670000
495,1,0,0,2110000
1265,2,1,1,23000000
850,2,1,0,25000000
900,2,1,0,14000000
425,1,1,1,3700000
400,1,1,1,2000000
450,1,1,1,2200000
3000,4,1,1,200000000
545,1,1,1,4600000
340,1,1,0,3000000
540,1,1,1,2000000
560,1,0,0,2400000
750,1,0,0,6300000
550,1,1,0,7600000
360,1,1,0,2600000
340,1,1,0,3800000
1190,2,0,0,10500000
1235,2,1,1,13500000
1129,2,1,0,21000000
839,2,1,0,16500000
600,1,1,0,10000000
600,1,1,0,11000000
846,2,0,0,8100000
3025,4,0,1,65300000
1295,3,0,1,38700000
3465,4,0,1,51500000
566,1,0,0,6500000
1527,3,0,0,22000000
1188,2,0,0,17500000
1188,2,1,0,17500000
1012,2,0,0,12600000
1950,3,0,1,32000000
670,1,0,0,8000000
1944,4,0,0,16000000
972,2,0,0,8000000
1944,4,0,0,16000000
972,2,0,1,8100000
1050,2,1,1,10200000
1235,2,1,1,13500000
1440,3,1,1,14200000
612,1,1,1,5300000
676,1,1,1,5500000
650,1,1,1,5500000
1600,3,1,1,16000000
650,1,1,1,4300000
1050,2,1,1,7500000
1150,2,1,1,8000000
850,2,1,1,7500000
1085,2,1,1,7500000
2950,4,1,1,30000000
560,1,1,1,5500000
1050,2,1,1,8000000
700,1,1,1,6000000
650,1,1,1,4500000
649,1,1,1,5500000
660,1,1,1,5500000
1600,3,0,1,14800000
1150,2,1,0,11800000
1760,3,1,1,13600000
650,1,1,1,5700000
650,1,1,1,5700000
750,1,1,0,6500000
630,1,1,1,4200000
650,1,1,1,5700000
540,1,1,1,4800000
2355,4,1,0,30000000
2250,4,1,1,21000000
687,1,0,0,5300000
850,2,0,1,6300000
1000,2,1,0,2050000
2415,4,0,0,31500000
2415,4,0,0,30500000
2415,4,0,0,31500000
450,1,1,1,4500000
1250,2,0,0,20000000
1530,3,1,1,22000000
1340,3,0,0,10000000
1340,3,0,0,11500000
850,2,1,1,6300000
1340,3,0,0,10000000
965,2,0,0,8009999
965,2,0,0,8400000
965,2,0,0,7430000
1560,3,0,0,21400000
1505,3,0,1,25700000
450,1,1,0,2100000
670,1,1,0,3300000
1450,3,0,1,62000000
540,1,0,0,2500000
1267,3,1,0,19000000
1245,2,0,0,14900000
1183,2,0,0,14000000
670,1,1,9,3500000
1000,2,1,9,3500000
400,2,1,9,3500000
500,1,1,9,2005000
595,1,1,9,2011000
597,1,1,9,2014999
598,1,1,9,2021000
600,1,1,9,2100000
625,1,1,9,2116000
630,1,1,9,13000000
650,1,1,9,13000000
900,2,1,9,37000000
2300,3,1,9,19900000
1100,2,1,9,32100000
1400,3,1,9,15000000
1016,2,1,9,15000000
1016,2,1,9,12700000
585,1,1,9,31000000
1550,3,1,9,32100000
1550,3,1,9,18200000
1050,2,1,9,11000000
585,1,1,9,24500000
1120,2,1,9,12200000
632,1,1,9,17500000
1050,2,1,9,20500000
1060,2,1,9,39600000
1485,3,1,9,19000000
1150,2,1,9,12000000
675,1,1,9,10700000
675,1,1,9,32599999
1600,3,1,9,18900000
1091,2,1,9,9500000
585,1,1,9,9200000
620,1,1,9,11200000
725,1,1,9,6000000
2700,4,1,9,16800000
1180,2,1,9,16500000
1180,2,1,9,18000000
1180,2,1,9,16800000
1180,2,1,9,16500000
1180,2,1,9,11200000
725,1,1,9,6000000
2700,4,1,9,16800000
1180,2,1,9,16500000
1180,2,1,9,18000000
1180,2,1,9,16800000
1180,2,1,9,16500000
1180,2,1,9,21900000
1412,3,1,9,3200000
410,1,1,9,23500000
1300,2,1,9,7500000
495,1,1,9,15000000
1450,3,1,9,220000000
7600,5,1,9,3500000
550,1,1,9,12500000
880,2,1,9,16800000
922,2,1,9,17500000
1050,1,1,9,16500000
1020,1,1,9,14800000
915,2,1,9,15000000
915,2,1,9,18000000
1020,2,0,9,4500000
620,1,1,9,16000000
1515,3,1,9,7600000
1055,2,1,9,28000000
4000,5,1,9,11100000
1245,2,1,9,10500000
1165,2,1,9,11299999
750,2,1,9,8600000
608,1,0,9,8600000
550,1,1,9,16000000
890,2,1,9,21000000
620,2,1,9,24000000
1000,2,1,9,8725000
1135,2,1,9,31500000
1010,2,1,9,42500000
1200,2,1,9,4700000
1005,2,1,9,4500000
980,2,1,9,3200000
680,1,1,9,3500000
710,1,1,9,3300000
690,1,1,9,4000000
715,1,1,9,3500000
700,1,1,9,3350000
670,1,1,9,2650000
560,1,1,9,2300000
445,1,1,9,2600000
560,1,1,9,5700000
1060,2,1,9,5800000
1064,2,1,9,6000000
1070,2,1,9,5200000
995,2,1,9,4900000
985,2,1,9,3800000
675,1,1,9,4000000
665,1,1,9,3700000
680,1,1,9,2300000
575,1,1,9,3500000
975,2,1,9,3720000
930,2,1,9,4200000
750,2,1,9,3500000
570,1,1,9,28000000
4000,5,1,9,11100000
1245,2,1,9,10500000
1165,2,1,9,11299999
750,2,1,9,8600000
608,1,0,9,8600000
550,1,1,9,15000000
2150,3,1,9,18000000
1069,2,1,9,15000000
686,2,1,9,24000000
1000,2,1,9,21000000
620,2,1,9,24000000
1000,2,1,9,8725000
1135,2,1,9,31500000
1010,2,1,9,42500000
1200,2,1,9,4700000
1005,2,1,9,4500000
980,2,1,9,3200000
680,1,1,9,3500000
710,1,1,9,3300000
690,1,1,9,14000000
650,2,1,9,14700000
1000,2,1,9,6800000
740,1,1,9,16000000
2115,3,1,9,10000000
1595,2,1,9,90000000
5150,3,0,9,10500000
1503,2,1,9,11700000
1150,2,1,9,5300000
650,1,1,9,7500000
1050,2,1,9,9800000
585,1,1,9,43700000
1950,3,1,9,63000000
2700,4,1,9,29000000
1350,3,1,9,37000000
1426,3,1,9,3800000
930,2,1,9,11500000
650,1,1,9,6000000
690,1,1,9,7800000
1000,2,1,9,8200000
1090,2,1,9,16200000
1050,2,1,9,12900000
666,1,1,9,11500000
600,1,1,9,18500000
1000,2,1,9,17500000
1070,2,1,9,10200000
695,1,1,9,14100000
625,1,1,9,27000000
1361,2,1,9,31200000
1470,3,1,9,15000000
2150,3,1,9,18000000
1069,2,1,9,15000000
686,2,1,9,24000000
1000,2,1,9,12500000
765,1,0,9,39900000
1556,3,0,9,11500000
1200,2,0,9,40000000
1850,3,0,9,22200000
1270,2,0,9,19500000
1073,2,0,9,16500000
1250,2,0,9,14000000
775,1,0,9,20200000
1252,2,0,9,11200000
700,1,0,9,15500000
2000,3,0,9,2625000
675,1,0,9,22000000
1300,3,1,9,100000000
2320,5,1,9,145000000
3320,5,1,9,6200000
900,2,1,9,7900000
1065,2,1,9,6900000
850,2,1,9,4400000
610,1,1,9,5700000
670,1,1,9,4000000
600,2,1,9,6350000
900,2,1,9,4500000
610,2,1,9,6700000
980,2,1,9,4400000
610,1,1,9,65000000
2695,4,0,9,3200000
510,1,0,9,2400000
565,1,0,9,6500000
1015,2,0,9,2700000
540,1,0,9,2400000
565,1,0,9,2350000
540,1,1,9,4300000
750,1,0,9,3200000
585,1,0,9,2300000
500,1,1,9,2300000
500,1,1,9,3250000
585,1,0,9,2500000
453,1,1,9,2450000
500,1,1,9,3000000
605,1,1,9,4500000
710,2,1,9,2800000
510,1,1,9,2750000
590,1,0,9,2650000
560,1,0,9,2700000
600,1,1,9,2200000
500,1,0,9,3800000
556,2,0,9,7900000
1065,2,1,9,6900000
850,2,1,9,4400000
610,1,1,9,5700000
670,1,1,9,4000000
600,2,1,9,6350000
900,2,1,9,4500000
610,2,1,9,6700000
980,2,1,9,4400000
610,1,1,9,31000000
900,2,1,9,2110000
545,1,0,9,2077000
620,1,0,9,10000000
750,1,0,9,20500000
908,2,0,9,8600000
650,1,1,9,9300000
750,1,0,9,12800000
913,2,0,9,52500000
2700,5,1,9,8900000
562,1,0,9,9800000
750,1,0,9,6000000
745,1,1,9,3500000
635,1,1,9,4100000
600,1,1,9,7000000
900,2,1,9,8000000
852,2,1,9,4700000
690,1,1,9,5200000
600,1,1,9,7500000
1000,2,1,9,8750000
1205,2,1,9,5200000
560,1,1,9,7100000
1085,2,1,9,7300000
1000,2,1,9,13000000
1185,2,1,9,15500000
1435,3,0,9,15500000
1530,3,1,9,15000000
1730,3,1,9,4800000
560,1,1,9,12000000
1600,3,1,9,2600000
390,1,1,9,5300000
600,1,1,9,9500000
1075,2,1,9,7500000
1000,2,1,9,13500000
1300,3,1,9,12900000
1235,2,0,9,9200000
556,1,1,9,15500000
913,2,0,9,2476000
540,1,0,9,13200000
935,2,1,9,3700000
400,1,1,9,6000000
373,1,1,9,21500000
1050,3,1,9,7500000
650,2,1,9,4900000
550,1,0,9,17000000
815,2,1,9,8000000
340,1,1,9,11500000
650,1,1,9,11700000
550,1,1,9,7500000
550,1,1,9,7000000
400,1,1,9,8500000
450,1,1,9,11700000
480,1,1,9,4400000
305,1,1,9,11500000
441,2,1,9,8800000
500,1,1,9,9000000
350,1,1,9,8500000
380,1,1,9,28000000
800,3,1,9,2580000
645,1,0,9,9350000
1195,2,1,9,4000000
600,1,1,9,14000000
1100,2,1,9,6500000
929,2,1,9,5000000
791,2,1,9,16000000
1290,2,1,9,34000000
1540,3,1,9,3700000
925,1,1,9,4400000
670,1,1,9,8800000
1085,2,1,9,5200000
685,2,1,9,4000000
670,1,1,9,6200000
693,1,1,9,5000000
640,1,1,9,6500000
1690,3,1,9,6200000
1215,2,1,9,2750000
385,1,1,9,6500000
1120,2,1,9,8000000
1235,2,1,9,4950000
685,1,1,9,7500000
980,2,1,9,9000000
1100,2,1,9,6000000
758,1,1,9,4500000
689,1,1,9,4700000
648,1,1,9,7600000
1595,3,1,9,8000000
1250,2,1,9,5500000
840,2,1,9,2050000
500,1,1,9,20000000
1250,2,1,9,2476000
540,1,0,9,13200000
935,2,1,9,8600000
1045,2,1,9,8000000
1350,2,1,9,5100000
1511,3,1,9,6500000
686,1,1,9,8500000
930,2,1,9,6200000
693,1,1,9,5000000
640,1,1,9,6500000
1690,3,1,9,6200000
1215,2,1,9,2750000
385,1,1,9,6500000
1120,2,1,9,8000000
1235,2,1,9,4950000
685,1,1,9,7500000
980,2,1,9,9000000
1100,2,1,9,6000000
758,1,1,9,4500000
689,1,1,9,4700000
648,1,1,9,7600000
1595,3,1,9,8000000
1250,2,1,9,5500000
840,2,1,9,2050000
500,1,1,9,20000000
1250,2,1,9,4000000
765,2,1,9,12000000
936,2,1,9,19400000
1810,3,0,9,24100000
2090,3,0,9,16200000
1555,3,0,9,6193000
1150,3,0,9,35000000
1855,3,1,9,10500000
1187,2,0,9,2700000
585,1,0,9,15200000
1286,2,1,9,3700000
640,1,0,9,8800000
900,2,0,9,5400000
620,1,0,9,10300000
1220,2,0,9,52500000
2703,4,1,9,2600000
645,1,0,9,4400000
880,1,0,9,3400000
600,1,0,9,4600000
680,1,0,9,8655000
1055,2,0,9,5000000
1285,3,0,9,3900000
975,2,0,9,7500000
767,2,0,9,3624000
895,2,0,9,3900000
975,2,0,9,2451000
570,1,1,9,5000000
1030,3,0,9,7031000
1125,3,0,9,18500000
1020,2,1,9,14500000
791,2,1,9,42500000
1505,3,1,9,39000000
1627,3,0,9,8900000
724,2,0,9,27500000
1404,2,1,9,2500000
540,1,0,9,2357000
555,1,0,9,3600000
450,1,1,9,10500000
625,1,1,9,11500000
650,1,1,9,10000000
1150,2,1,9,10000000
1100,2,1,9,7500000
700,2,1,9,10500000
1150,2,1,9,8000000
700,1,1,9,7100000
700,2,1,9,6000000
885,2,1,9,4300000
685,1,1,9,6900000
685,1,1,9,10500000
850,2,1,9,15400000
1200,3,1,9,39000000
2150,4,1,9,31000000
2150,3,1,9,15000000
1109,3,1,9,39000000
1902,3,1,9,12200000
1250,2,1,9,12000000
1210,2,1,9,10300000
1050,2,1,9,31000000
1300,4,1,9,65000000
2450,4,1,9,16299999
1063,2,1,9,23500000
1050,2,1,9,24500000
1300,3,1,9,20000000
1250,2,1,9,25000000
1350,2,1,9,25000000
1357,3,1,9,15500000
1100,2,1,9,11000000
585,1,1,9,10500000
780,1,1,9,16500000
1050,2,1,9,26500000
1830,3,1,9,17200000
1100,2,1,9,10000000
650,1,1,9,23000000
1360,3,1,9,21000000
1050,2,1,9,23500000
1100,3,1,9,6050000
1246,2,1,9,4800000
695,1,1,9,14500000
950,2,1,9,16800000
764,2,1,9,12000000
950,2,1,9,8500000
594,1,1,9,7200000
508,1,1,9,31000000
1300,4,1,9,65000000
2450,4,1,9,16299999
1063,2,1,9,23500000
1050,2,1,9,24500000
1300,3,1,9,20000000
1250,2,1,9,25000000
1350,2,1,9,25000000
1357,3,1,9,15500000
1100,2,1,9,11000000
585,1,1,9,10500000
780,1,1,9,16500000
1050,2,1,9,26500000
1830,3,1,9,17200000
1100,2,1,9,10000000
650,1,1,9,8000000
700,1,1,9,7100000
700,2,1,9,6000000
885,2,1,9,4300000
685,1,1,9,6900000
685,1,1,9,6500000
675,1,1,9,5300000
560,1,1,9,10800000
653,1,1,9,11100000
550,1,1,9,8000000
1375,3,1,9,2800000
400,1,1,9,6800000
890,2,1,9,3300000
530,1,1,9,4100000
590,1,1,9,6500000
940,2,1,9,7600000
1760,2,1,9,6400000
1180,2,1,9,5500000
1115,2,1,9,2800000
525,1,1,9,3000000
500,1,1,9,5400000
675,1,0,9,13000000
775,1,1,9,21500000
1225,3,1,9,6500000
675,1,1,9,5300000
560,1,1,9,10800000
653,1,1,9,11100000
550,1,1,9,8000000
1375,3,1,9,2800000
400,1,1,9,6800000
890,2,1,9,3300000
530,1,1,9,4100000
590,1,1,9,6500000
940,2,1,9,7600000
1760,2,1,9,6400000
1180,2,1,9,5500000
1115,2,1,9,2800000
525,1,1,9,3000000
500,1,1,9,3300000
530,1,1,9,4500000
390,1,1,9,17000000
1050,2,1,9,19000000
1150,3,1,9,20500000
1050,2,1,9,21000000
1250,2,1,9,24000000
1300,3,1,9,15000000
950,2,1,9,9800000
585,1,1,9,27000000
1250,3,1,9,25000000
1357,3,1,9,21500000
900,3,1,9,39000000
2150,4,1,9,31000000
2150,3,1,9,15000000
1109,3,1,9,39000000
1902,3,1,9,12200000
1250,2,1,9,12000000
1210,2,1,9,10300000
1050,2,1,9,8800000
779,2,1,9,5100000
383,1,1,9,7300000
640,2,1,9,20500000
1050,2,1,9,21000000
1250,2,1,9,24000000
1300,3,1,9,15000000
950,2,1,9,9800000
585,1,1,9,27000000
1250,3,1,9,25000000
1357,3,1,9,21500000
900,3,1,9,7300000
640,2,1,9,6100000
770,1,1,9,15800000
1325,3,1,9,2900000
695,1,1,9,4500000
650,1,1,9,9600000
1083,2,1,9,11000000
1364,3,1,9,4800000
1110,2,1,9,2900000
695,1,1,9,6300000
1050,2,1,9,7050000
1000,2,1,9,7500000
1050,2,1,9,9600000
1083,2,1,9,11000000
1364,3,1,9,4800000
1110,2,1,9,2900000
695,1,1,9,6300000
1050,2,1,9,7050000
1000,2,1,9,7500000
1050,2,1,9,53000000
1900,4,1,9,5700000
900,2,1,9,42500000
1777,3,1,9,4665000
662,2,0,9,8800000
820,2,0,9,7500000
685,1,0,9,20500000
1155,3,0,9,14500000
829,2,0,9,35000000
1805,3,0,9,15000000
815,2,0,9,58500000
3410,4,0,9,28600000
1766,3,0,9,28600000
1733,3,0,9,18000000
1342,2,0,9,15500000
1047,2,0,9,6300000
980,2,1,9,7100000
700,1,0,9,11000000
620,1,1,9,15000000
950,2,1,9,32500000
1100,2,1,9,2164000
571,1,0,9,31500000
1356,3,1,9,5994000
750,1,1,9,2534000
642,1,0,9,17000000
1080,2,1,9,19700000
880,2,1,9,2105000
495,1,0,9,11500000
800,1,1,9,25000000
1356,2,1,9,26500000
1100,3,1,9,4800000
650,1,1,9,18500000
1242,3,1,9,5800000
675,1,1,9,18500000
1242,3,1,9,10000000
650,1,0,9,2350000
625,1,0,9,6800000
565,1,1,9,7800000
956,2,0,9,3200000
650,1,0,9,4800000
580,1,1,9,3100000
650,1,1,9,2600000
650,1,1,9,10500000
680,1,0,9,6000000
650,2,1,9,4500000
560,1,1,9,22000000
2000,3,0,9,10000000
1140,2,1,9,15500000
1530,3,0,9,15500000
1530,3,0,9,32500000
940,2,1,9,3100000
445,1,0,9,2100000
400,1,0,9,100000000
3321,4,0,9,160000000
6381,4,0,9,25000000
2394,4,0,9,120000000
2893,4,0,9,6500000
974,2,1,9,17000000
800,2,1,9,80000000
2150,3,1,9,250000000
4200,5,1,9,60000000
1100,3,1,9,75000000
1500,2,1,9,150000000
2305,4,1,9,25000000
2500,7,1,9,55000000
1225,3,1,9,50000000
1800,3,1,9,4350000
800,2,1,9,40000000
600,2,1,9,4700000
840,2,1,9,4300000
900,2,1,9,3700000
890,2,1,9,120000000
3500,7,1,9,3300000
620,1,1,9,153600000
3200,5,1,9,80000000
2150,3,1,9,250000000
4200,5,1,9,60000000
1100,3,1,9,10500000
723,1,1,9,12000000
617,1,1,9,10000000
552,1,0,9,15500000
845,2,0,9,13799999
1137,2,0,9,19600000
1561,3,0,9,21000000
784,3,1,9,19900000
1550,3,0,9,4100000
650,1,1,9,13500000
1560,3,1,9,3750000
340,1,1,9,5700000
550,1,1,9,7600000
1098,2,1,9,9200000
1310,2,1,9,8000000
1109,2,1,9,4200000
650,1,1,9,180000000
2110,3,1,9,62500000
1165,4,1,9,260000000
5642,6,1,9,90000000
1396,3,1,9,85000000
1106,3,1,9,3700000
790,2,1,9,3500000
670,2,1,9,4100000
650,1,1,9,13500000
1560,3,1,9,7200000
699,2,1,9,3750000
340,1,1,9,5700000
550,1,1,9,7600000
1098,2,1,9,9200000
1310,2,1,9,8000000
1109,2,1,9,4200000
650,1,1,9,9000000
1128,2,1,9,8500000
1258,2,1,9,9400000
1245,2,1,9,6800000
1101,2,1,9,11200000
1532,3,1,9,12100000
1515,3,1,9,9200000
1175,2,1,9,25500000
3000,5,1,9,11600000
1585,3,1,9,9000000
1220,2,1,9,9000000
1220,2,1,9,14500000
1655,3,1,9,8900000
1150,2,1,9,9500000
1100,2,1,9,12000000
1600,3,1,9,4000000
620,1,1,9,13899999
1690,3,1,9,9400000
1192,2,1,9,5500000
665,1,1,9,9000000
1220,2,1,9,11000000
1470,3,1,9,8500000
1040,2,1,9,32300000
2900,5,1,9,8900000
1475,3,1,9,35500000
3400,4,1,9,11000000
1500,3,1,9,6000000
650,1,1,9,7500000
1055,2,1,9,24500000
2200,4,1,9,9000000
1129,2,1,9,5000000
690,1,1,9,25000000
3000,5,1,9,11900000
1585,3,1,9,9000000
1220,2,1,9,9100000
1180,2,1,9,14500000
1109,3,1,9,11500000
1065,2,1,9,18500000
1130,3,1,9,28500000
1735,3,1,9,11500000
1065,2,1,9,28500000
1495,3,1,9,11000000
650,1,0,9,10000000
650,1,0,9,46000000
1174,2,1,9,70000000
1466,2,1,9,140000000
3168,5,1,9,52500000
946,2,1,9,170000000
2963,4,1,9,57000000
1203,4,1,9,180000000
2110,3,1,9,62500000
1165,4,1,9,260000000
5642,6,1,9,90000000
1396,3,1,9,85000000
1106,3,1,9,3700000
790,2,1,9,3500000
670,2,1,9,8100000
1250,2,1,9,4500000
653,1,1,9,7700000
1125,2,1,9,11200000
1400,3,1,9,8500000
850,2,1,9,4500000
550,1,1,9,18000000
1006,2,0,9,7600000
1127,2,1,9,16000000
950,2,1,9,6500000
500,1,1,9,5100000
427,1,1,9,2600000
384,1,1,9,18000000
1050,2,0,9,420000000
8511,5,1,9,12100000
1525,3,1,9,8400000
1139,2,1,9,8250000
1139,2,1,9,5800000
1060,2,1,9,5800000
1025,2,1,9,3600000
690,1,1,9,3500000
670,1,1,9,7053000
1085,2,1,9,4713000
725,1,1,9,11500000
1450,3,1,9,14800000
1980,3,1,9,14800000
1985,3,1,9,16500000
1482,3,1,9,2800000
482,1,1,9,3500000
670,1,1,9,11500000
1450,3,1,9,4200000
555,1,1,9,2800000
482,1,1,9,65000000
1600,4,1,9,95100000
3500,5,1,9,65000000
1600,4,1,9,110000000
2590,3,1,9,85000000
3733,4,1,9,30000000
1800,4,1,9,80000000
2000,4,1,9,120000000
2600,4,1,9,70000000
1800,4,1,9,6800000
1065,2,1,9,7700000
510,1,1,9,8100000
1079,2,1,9,8700000
1100,2,1,9,4500000
555,1,1,9,8000000
1221,2,1,9,3850000
650,1,1,9,3900000
380,1,1,9,9000000
1171,2,1,9,19000000
1503,3,1,9,13500000
1415,3,1,9,8400000
776,2,1,9,13500000
1414,3,1,9,12000000
1302,3,1,9,8500000
966,2,1,9,20200000
1040,2,1,9,10200000
585,1,0,9,8500000
600,1,1,9,5300000
545,1,1,9,7800000
1365,2,1,9,119900000
3140,3,0,9,4300000
526,1,1,9,7200000
937,3,1,9,4199000
1278,3,1,9,70000000
1800,4,1,9,6800000
1065,2,1,9,4500000
693,1,0,9,7700000
510,1,1,9,8100000
1079,2,1,9,4200000
640,1,1,9,11500000
1182,2,1,9,8000000
1000,2,1,9,16000000
1600,3,1,9,14500000
1655,3,1,9,6500000
675,1,1,9,9500000
1050,2,1,9,8000000
800,2,1,9,11000000
1100,2,1,9,9200000
1250,2,1,9,5200000
590,1,1,9,6000000
675,1,1,9,13000000
1200,3,1,9,10500000
911,2,1,9,11100000
1117,2,1,9,12700000
1125,2,1,9,6000000
560,1,1,9,5500000
650,1,1,9,9800000
1090,2,1,9,10000000
1463,2,1,9,13000000
1500,3,1,9,5500000
640,1,1,9,7200000
860,1,1,9,15000000
1300,3,1,9,10500000
1075,2,1,9,4600000
600,1,1,9,5500000
450,1,1,9,5000000
650,1,1,9,8000000
800,2,1,9,6000000
675,1,1,9,5200000
590,1,1,9,13000000
1300,2,1,9,16000000
1600,3,1,9,14500000
1655,3,1,9,9500000
1050,2,1,9,8000000
800,2,1,9,8000000
914,2,1,9,11000000
1100,2,1,9,8000000
1000,2,1,9,16000000
1600,3,1,9,14500000
1655,3,1,9,6500000
675,1,1,9,9500000
1050,2,1,9,8000000
800,2,1,9,11000000
1100,2,1,9,9200000
1250,2,1,9,5200000
590,1,1,9,6000000
675,1,1,9,13000000
1200,3,1,9,10500000
911,2,1,9,11100000
1117,2,1,9,12700000
1125,2,1,9,6000000
560,1,1,9,5500000
650,1,1,9,9800000
1090,2,1,9,10000000
1463,2,1,9,13000000
1500,3,1,9,5500000
640,1,1,9,7200000
860,1,1,9,15000000
1300,3,1,9,10500000
1075,2,1,9,4600000
600,1,1,9,5500000
450,1,1,9,5000000
650,1,1,9,8000000
800,2,1,9,6000000
675,1,1,9,5200000
590,1,1,9,13000000
1300,2,1,9,16000000
1600,3,1,9,14500000
1655,3,1,9,9500000
1050,2,1,9,8000000
800,2,1,9,8000000
914,2,1,9,11000000
1100,2,1,9,9200000
1250,2,1,9,3900000
1120,2,1,9,21800000
999,2,1,9,32500000
980,2,1,9,13000000
1500,3,1,9,5500000
640,1,1,9,7200000
860,1,1,9,15000000
1300,3,1,9,10500000
1075,2,1,9,4600000
600,1,1,9,5500000
450,1,1,9,5000000
650,1,1,9,8000000
800,2,1,9,6000000
675,1,1,9,5200000
590,1,1,9,13000000
